date,open,high,low,close,range,change,action
2010-08-19,-0.009621256140073291,-0.009101665849894011,-0.009496112351330124,-0.007591267723576233,0.00039444650143611324,0.0020299884164970586,0
2010-08-20,-0.006348438818956255,-0.006278721068908882,-0.00852207381085178,-0.007564940517246421,0.002243352741942898,-0.0012165016982901664,0
2010-08-23,-0.007794665120103893,-0.0076116702295353405,-0.008341856298259252,-0.00522104113549395,0.0007301860687239114,0.002573623984609943,0
2010-08-24,-0.0020392141064667826,-0.002277905184323172,-0.0038285655994657166,-0.0019937631146759315,0.0015506604151425446,4.545099179085088e-05,0
2010-08-25,0.00010172192807206639,-0.002597085763207185,-0.0028297143543953678,-0.00351141316067712,0.00023262859118818296,-0.0036131350887491863,0
2010-08-26,-0.0035563851615586627,-0.00308927486344291,-0.0039107887015629,-0.0013036648018526084,0.0008215138381199899,0.0022527203597060546,0
2010-08-27,-0.002180304649681151,-0.0032897873919857344,-0.002208767509750552,-0.004775421442753143,-0.0010810198822351824,-0.002595116793071992,0
2010-08-30,-0.003350753860710577,-0.003130949105307451,-0.004215421131897089,-0.0013890297142582413,0.0010844720265896384,0.001961724146452336,0
2010-08-31,0.00021410275794234049,-0.0007400040924371355,-0.002488785441876944,-0.0009356167813488691,0.001748781349439809,-0.0011497195392912096,0
2010-09-01,-0.003079218839404857,-0.005237452815616695,-0.006400515602961446,-0.006812801016256876,0.0011630627873447513,-0.003733582176852019,0
2010-09-02,-0.006422229306352856,-0.0072758051741893615,-0.009300356849869509,-0.008894258723936054,0.0020245516756801476,-0.0024720294175831986,0
2010-09-03,-0.01111722096208142,-0.01076755899608356,-0.013126836144086121,-0.012233641657167007,0.002359277148002562,-0.0011164206950855856,0
2010-09-07,-0.011137615237671407,-0.010444639460289902,-0.01249487431274206,-0.009950743405318062,0.002050234852452157,0.0011868718323533457,0
2010-09-08,-0.010007939380566358,-0.011067807925079309,-0.013379507897406377,-0.011802650105355528,0.002311699972327068,-0.0017947107247891704,0
2010-09-09,-0.013371559857261517,-0.012472169589851024,-0.014725376059848482,-0.012592591837179399,0.002253206469997459,0.0007789680200821171,0
2010-09-10,-0.012264179910025683,-0.011981158739923371,-0.01498123550919427,-0.013398889127544545,0.0030000767692708982,-0.00113470921751886,0
2010-09-13,-0.014673102128214875,-0.016227035235426148,-0.018149030270239452,-0.01748432753004065,0.0019219950348133028,-0.002811225401825778,0
2010-09-14,-0.016534864499983076,-0.017283706725313555,-0.019216545194810506,-0.017748439495238518,0.001932838469496953,-0.001213574995255444,0
2010-09-15,-0.016567482802865185,-0.01734984101501884,-0.01929956180158474,-0.01859519117535494,0.0019497207865658997,-0.002027708372489754,0
2010-09-16,-0.017588115290984245,-0.016994774054723202,-0.020509704421762854,-0.019143027691345765,0.0035149303670396525,-0.001554912400361518,0
2010-09-17,-0.02005778359837659,-0.019135683451416325,-0.02217003389288125,-0.020608835206141908,0.0030343504414649274,-0.0005510516077653189,0
2010-09-20,-0.020614326453603636,-0.02293080348829935,-0.0236370226977002,-0.024300546615729595,0.0007062192094008535,-0.003686220162125961,0
2010-09-21,-0.023765977719267802,-0.0236398910840636,-0.025830638468723504,-0.023759409943613127,0.0021907473846599053,6.567775654675546e-06,0
2010-09-22,-0.0222459768871725,-0.02276986358422101,-0.02432291766649761,-0.022605054673333413,0.0015530540822766017,-0.0003590777861609143,0
2010-09-23,-0.020278848870425102,-0.02283256680998416,-0.02369007567919779,-0.021972901079523724,0.0008575088692136272,-0.0016940522090986192,0
2010-09-24,-0.024189688717846845,-0.025524748914572636,-0.027342322426021408,-0.027140460586767154,0.001817573511448774,-0.002950771868920308,0
2010-09-27,-0.026367071418509126,-0.0257895679575792,-0.02870426826357693,-0.025860763545391206,0.00291470030599773,0.0005063078731179194,0
2010-09-28,-0.025489487033996516,-0.025330064582671234,-0.025569499326584755,-0.026533034628205783,0.00023943474391351842,-0.0010435475942092655,0
2010-09-29,-0.02536205125248127,-0.024998572985469363,-0.028085194114576877,-0.026034341746467966,0.0030866211291075123,-0.0006722904939867004,0
2010-09-30,-0.02692972616417855,-0.026727072772531318,-0.027225975089555373,-0.025788264992819682,0.0004989023170240564,0.0011414611713588673,0
2010-10-01,-0.026971527119490957,-0.02614944894301176,-0.02768955830646569,-0.02593362635994096,0.0015401093634539284,0.0010379007595499958,0
2010-10-04,-0.024619034109868328,-0.02417343800218407,-0.02503188578466381,-0.023206325261075637,0.0008584477824797379,0.0014127088487926912,0
2010-10-05,-0.02499316181621911,-0.027252346190971506,-0.028114031721692828,-0.028630330165266327,0.0008616855307213224,-0.0036371683490472196,0
2010-10-06,-0.027672534380863707,-0.026934140248199408,-0.028588636031134585,-0.02696150232994635,0.001654495782935178,0.0007110320509173555,0
2010-10-07,-0.027491190335350583,-0.02651131988500296,-0.02856385889061422,-0.027269407638908724,0.002052539005611258,0.00022178269644185754,0
2010-10-08,-0.026856716234163813,-0.02783665600371403,-0.028772373338922422,-0.029072837348913576,0.0009357173352083907,-0.0022161211147497632,0
2010-10-11,-0.028712186492423075,-0.028495008611124802,-0.0315625644946543,-0.029179605163853848,0.003067555883529499,-0.000467418671430773,0
2010-10-12,-0.02822264814509737,-0.029501214218777907,-0.029775277214276866,-0.030721008806718623,0.0002740629954989624,-0.0024983606616212537,0
2010-10-13,-0.03153477085860985,-0.0323466298395894,-0.034329972065043686,-0.03292274130350934,0.001983342225454288,-0.001387970444899489,0
2010-10-14,-0.032271055940110385,-0.0316254744273477,-0.03387519414051559,-0.032272237586335135,0.002249719713167892,-1.1816462247523675e-06,0
2010-10-15,-0.034345997808193106,-0.03393270705846216,-0.03550854924320774,-0.035645688192285925,0.0015758421847455804,-0.001299690384092815,0
2010-10-18,-0.03531107486424382,-0.03522292388243395,-0.03794828095695992,-0.03692768831840812,0.002725357074525972,-0.0016166134541643032,0
2010-10-19,-0.032647313182642336,-0.033521509697696406,-0.034021132463250656,-0.03266777571050208,0.0004996227655542518,-2.0462527859740247e-05,0
2010-10-20,-0.03275956872435393,-0.03409705821449263,-0.035882725508998396,-0.034482746619910354,0.0017856672945057608,-0.001723177895556425,0
2010-10-21,-0.03533955953906674,-0.03523631964836496,-0.03527160912368744,-0.034673849513732743,3.528947532247797e-05,0.0006657100253339946,0
2010-10-22,-0.03440874413468856,-0.03497144789150161,-0.03752446533984158,-0.03663390702346304,0.0025530174483399644,-0.0022251628887744747,0
2010-10-25,-0.03730300760299003,-0.037684389821617856,-0.040501525022099666,-0.03772237623967925,0.002817135200481809,-0.00041936863668921506,0
2010-10-26,-0.035849386518728335,-0.03699041884222408,-0.038597490452802294,-0.03818403120684603,0.0016070716105782105,-0.0023346446881176907,0
2010-10-27,-0.036447181372229125,-0.03738412886310013,-0.03933051944078728,-0.038897879894045195,0.001946390577687156,-0.0024506985218160694,0
2010-10-28,-0.03958674013830733,-0.038415353291366604,-0.040386902433473516,-0.03923903061451269,0.0019715491421069147,0.0003477095237946473,0
2010-10-29,-0.038662280226329414,-0.0384261890992403,-0.041950729336720255,-0.039019827378305005,0.003524540237479952,-0.0003575471519755896,0
2010-11-01,-0.03982287163878914,-0.03959246904192218,-0.040433680616342435,-0.03891335704008452,0.0008412115744202563,0.0009095145987046192,0
2010-11-02,-0.04045859837988512,-0.04013254759666822,-0.04318221678212989,-0.041803934028362646,0.003049669185461671,-0.0013453356484775206,0
2010-11-03,-0.04128195972011629,-0.040570196406670214,-0.04245244932937144,-0.04229281174387682,0.0018822529227012288,-0.0010108520237605279,0
2010-11-04,-0.04444759180455146,-0.043392307460117754,-0.04733355371398227,-0.044883521001461764,0.003941246253864513,-0.00043592919691030213,0
2010-11-05,-0.044493072144006066,-0.04376603057486827,-0.04725651713325327,-0.045203573760681445,0.003490486558385,-0.0007105016166753836,0
2010-11-08,-0.043948142731478165,-0.04386657678408528,-0.04695062693218948,-0.04512399831847351,0.0030840501481042,-0.0011758555869953438,0
2010-11-09,-0.045387512095892174,-0.0445868553462997,-0.04557148692696223,-0.04355639199138425,0.0009846315806625303,0.0018311201045079165,0
2010-11-10,-0.04330393497253095,-0.041750865903428185,-0.04483140440644295,-0.04349482337121035,0.0030805385030147625,-0.0001908883986794039,0
2010-11-11,-0.038888947032070124,-0.040187377782413256,-0.041577203476613,-0.041648194602975086,0.0013898256941997419,-0.0027592475709049633,0
2010-11-12,-0.03962937988179893,-0.038951759847513534,-0.03956439682026237,-0.037341343563699725,0.0006126369727488335,0.002288036318099205,0
2010-11-15,-0.03780941830919868,-0.03638614959852564,-0.039400721699761575,-0.03657774780464938,0.003014572101235938,0.0012316705045492893,0
2010-11-16,-0.03407908169079062,-0.03381517833637639,-0.03482491135268206,-0.032617262109084104,0.001009733016305664,0.0014618195817065194,0
2010-11-17,-0.032075509715156096,-0.03234173027140043,-0.035492016893828277,-0.03328908884799363,0.0031502866224278458,-0.001213579132837538,0
2010-11-18,-0.03520724190753136,-0.036361669790946544,-0.03888259746781831,-0.03694746949550154,0.0025209276768717653,-0.0017402275879701782,0
2010-11-19,-0.03601797051683439,-0.035568356756922596,-0.03835588735749112,-0.036937678468022,0.0027875306005685227,-0.0009197079511876066,0
2010-11-22,-0.03539083750146613,-0.03596399742331045,-0.03786702931472941,-0.037484668173106854,0.001903031891418966,-0.002093830671640726,0
2010-11-23,-0.03428068370333972,-0.03304919184496857,-0.035829996322314046,-0.033417817275931,0.002780804477345476,0.0008628664274087164,0
2010-11-24,-0.03515419768254,-0.036439968971005404,-0.03872523488684639,-0.03787155264395138,0.0022852659158409828,-0.0027173549614113845,0
2010-11-26,-0.03563843741039659,-0.03604276159346828,-0.03882794141960201,-0.03707669284520331,0.0027851798261337244,-0.0014382554348067195,0
2010-11-29,-0.03533936853140757,-0.035026530735249826,-0.03678815083261085,-0.03649307264692454,0.0017616200973610248,-0.0011537041155169712,0
2010-11-30,-0.033420166353234616,-0.033227968066636894,-0.03594595794286842,-0.0334812219758794,0.002717989876231528,-6.105562264478032e-05,0
2010-12-01,-0.03646751304809236,-0.03756086316853204,-0.04054692300863025,-0.0388799017898835,0.002986059840098203,-0.0024123887417911404,0
2010-12-02,-0.038949245730876964,-0.04047527434879951,-0.04297653383378263,-0.04252475485872084,0.002501259484983122,-0.003575509127843877,0
2010-12-03,-0.04116630115416438,-0.042456576334385064,-0.04468234159621074,-0.044017313007495486,0.0022257652618256794,-0.002851011853331111,0
2010-12-06,-0.04360753173075719,-0.04326944643193514,-0.04674364918796454,-0.044764488059674194,0.0034742027560294066,-0.0011569563289170037,0
2010-12-07,-0.047073274848275934,-0.04536110587094389,-0.047896968607792495,-0.044688358039438,0.0025358627368485976,0.0023849168088379367,0
2010-12-08,-0.0445376229164038,-0.044221805249825274,-0.046934283371891,-0.04546525355649924,0.002712478122065721,-0.0009276306400954389,0
2010-12-09,-0.04637423097430531,-0.04537608591438141,-0.04821175391450073,-0.0463176380702275,0.002835668000119318,5.659290407780942e-05,0
2010-12-10,-0.04654635497413612,-0.04674782424763666,-0.04930197673481867,-0.04856305738974065,0.002554152487182008,-0.002016702415604526,0
2010-12-13,-0.0488821880931004,-0.04776418464486431,-0.050461242430402904,-0.04764727738121163,0.002697057785538597,0.0012349107118887741,0
2010-12-14,-0.04795665961886557,-0.04734478911248215,-0.05103102666416317,-0.04861855798446173,0.0036862375516810266,-0.000661898365596162,0
2010-12-15,-0.047967548138597035,-0.04810409585379484,-0.04998071031218898,-0.04721307958304834,0.0018766144583941434,0.0007544685555487046,0
2010-12-16,-0.04698539306304916,-0.047449606346306725,-0.04964793164161364,-0.04878405319189063,0.0021983252953069084,-0.0017986601288414684,0
2010-12-17,-0.048787189812733174,-0.04839054727305085,-0.051593913781954215,-0.04915485350046148,0.003203366508903362,-0.00036766368772830644,0
2010-12-20,-0.049541253567090576,-0.04890798246674209,-0.05115309165617911,-0.0496897119182967,0.0022451091894370168,-0.0001484583512061221,0
2010-12-21,-0.0501777616003804,-0.04974837793281346,-0.05311588292741998,-0.051282120032984754,0.003367504994606513,-0.0011043584326043574,0
2010-12-22,-0.05102208795669919,-0.050308527949053806,-0.05417746551837843,-0.05153772664956119,0.0038689375693246276,-0.0005156386928619923,0
2010-12-23,-0.051207615850213106,-0.05007765115167232,-0.054255165287296306,-0.05182832225826236,0.004177514135623983,-0.0006207064080492528,0
2010-12-27,-0.051301983287109575,-0.05128290836849476,-0.0543798786738341,-0.053551961953214176,0.003096970305339343,-0.0022499786661046026,0
2010-12-28,-0.05352020443661888,-0.0521395225360491,-0.05567186361935205,-0.05282267089269097,0.003532341083302951,0.0006975335439279055,0
2010-12-29,-0.05264759844151354,-0.05153953148551769,-0.055774709057271346,-0.05276996753910007,0.004235177571753658,-0.00012236909758653195,0
2010-12-30,-0.05226662507521744,-0.051564639961601356,-0.05555090305314107,-0.05280167157868619,0.0039862630915397075,-0.0005350465034687458,0
2010-12-31,-0.052150706428087126,-0.0509217536968056,-0.05424203170613546,-0.05175745861545575,0.0033202780093298644,0.00039324781263137864,0
2011-01-03,-0.05365474413299238,-0.055200075518012814,-0.05715529803192866,-0.055582296649624635,0.0019552225139158417,-0.0019275525166322542,0
2011-01-04,-0.0560243229968522,-0.05482378335760838,-0.05585532789639971,-0.05454971141269991,0.0010315445387913246,0.0014746115841522919,0
2011-01-05,-0.053506948505509876,-0.05497094662429179,-0.05661360767164895,-0.0565661548788211,0.0016426610473571626,-0.0030592063733112236,0
2011-01-06,-0.05641479510934167,-0.05560390812288923,-0.05895821552405591,-0.05696602383971316,0.003354307401166685,-0.0005512287303714876,0
2011-01-07,-0.05684196287380917,-0.055765608116051905,-0.056462177958518815,-0.05617802174912136,0.0006965698424669098,0.0006639411246878134,0
2011-01-10,-0.05466772071970369,-0.05537254502633025,-0.056993582145475716,-0.05656372189966915,0.0016210371191454614,-0.0018960011799654631,0
2011-01-11,-0.05731874320204804,-0.05639252727137829,-0.05979680283256396,-0.057968041548353465,0.003404275561185665,-0.000649298346305417,0
2011-01-12,-0.0590434942924351,-0.05827245436805912,-0.06149525272766005,-0.05999492361243623,0.0032227983596009296,-0.0009514293200011304,0
2011-01-13,-0.05940673592989771,-0.05892054277068671,-0.06209789234346118,-0.06004725431736531,0.0031773495727744653,-0.0006405183874675976,0
2011-01-14,-0.05944350053138413,-0.06032258642579598,-0.06253477181306591,-0.062187035375379826,0.0022121853872699325,-0.0027435348439956986,0
2011-01-18,-0.06090007865323224,-0.061711819444675235,-0.0642841048514637,-0.0632679052178359,0.002572285406788464,-0.0023678265646036516,0
2011-01-19,-0.0627630967846834,-0.061589192998733326,-0.06200916094168231,-0.05981726096061023,0.0004199679429489852,0.0029458358240731773,0
2011-01-20,-0.05818102380520554,-0.056969105399691904,-0.05939766727723334,-0.05821805210751719,0.002428561877541438,-3.7028302311649386e-05,0
2011-01-21,-0.05894526756061879,-0.058111235137238676,-0.05947169843087171,-0.056615505118874955,0.0013604632936330334,0.002329762441743836,0
2011-01-24,-0.05642852878385798,-0.05740419569647344,-0.059235483962744334,-0.0588871505403676,0.0018312882662708954,-0.002458621756509623,0
2011-01-25,-0.05715629832762163,-0.05733881925021971,-0.059906091366330926,-0.058990003579139395,0.0025672721161112124,-0.0018337052515177612,0
2011-01-26,-0.059150542964169966,-0.05997807364874751,-0.061871650183680016,-0.06096813746502647,0.0018935765349325103,-0.001817594500856506,0
2011-01-27,-0.061191937974108934,-0.061650045835047816,-0.06396823507658331,-0.06246998542956173,0.0023181892415354843,-0.001278047455452798,0
2011-01-28,-0.06214951336617916,-0.06089160241715193,-0.05822254204098047,-0.05602048859358632,-0.0026690603761714525,0.006129024772592839,0
2011-01-31,-0.056275418836850416,-0.05630961338107305,-0.058041934370939255,-0.0572937363216681,0.001732320989866205,-0.0010183174848176885,0
2011-02-01,-0.058602064713986685,-0.06101012221318448,-0.06196819645337303,-0.06241231087911962,0.0009580742401885528,-0.003810246165132938,0
2011-02-02,-0.06134493989290063,-0.06144570934157696,-0.06460992278322757,-0.062240861890520485,0.0031642134416506053,-0.0008959219976198518,0
2011-02-03,-0.061667387474447784,-0.0614439606371206,-0.06300929486130903,-0.06277439279698489,0.0015653342241884376,-0.0011070053225371076,0
2011-02-04,-0.06270451080669842,-0.0627221239197697,-0.06517253582351584,-0.06435737895421903,0.002450411903746154,-0.0016528681475206069,0
2011-02-07,-0.06449749232444472,-0.06550660364598643,-0.06776260340153467,-0.06594368989725043,0.0022559997555482427,-0.0014461975728056924,0
2011-02-08,-0.06522711655846422,-0.06489252846549053,-0.06807162482133682,-0.06674749805717638,0.003179096355846285,-0.00152038149871216,0
2011-02-09,-0.0659728323276062,-0.06543559831798182,-0.06859438760116568,-0.06639790785740686,0.0031587892831838643,-0.0004250755298006595,0
2011-02-10,-0.06365252165341652,-0.06487825031269698,-0.06674962715864077,-0.06653090740083809,0.001871376845943799,-0.002878385747421568,0
2011-02-11,-0.06548508529164501,-0.06673059278206134,-0.06827674281986605,-0.06839819259967186,0.0015461500378047138,-0.0029131073080268565,0
2011-02-14,-0.06803713083780219,-0.06751906033391844,-0.07121669247432667,-0.06922182214519777,0.0036976321404082334,-0.0011846913073955872,0
2011-02-15,-0.06813884948995605,-0.06717919790360127,-0.07045173678131694,-0.06803569686853755,0.0032725388777156725,0.00010315262141849784,0
2011-02-16,-0.0687111198259941,-0.06806194638420357,-0.07153173359477226,-0.06948395831201613,0.0034697872105686938,-0.0007728384860220478,0
2011-02-17,-0.06828403881906944,-0.06857959722161294,-0.0717176189623008,-0.07046708822536066,0.003138021740687865,-0.0021830494062912154,0
2011-02-18,-0.07044672246538365,-0.0697757743689418,-0.07277172429451027,-0.0708455836397416,0.0029959499255684586,-0.0003988611743579516,0
2011-02-22,-0.06683386484967631,-0.06674744053653095,-0.06615747335405091,-0.06362971999020502,-0.0005899671824800431,0.003204144859471298,0
2011-02-23,-0.0630759188928304,-0.06232502277074205,-0.06171303629051693,-0.060338157271377,-0.0006119864802251163,0.002737761621453407,0
2011-02-24,-0.06037028507759084,-0.06067751212937098,-0.06180140002905438,-0.06157203265104146,0.0011238878996834003,-0.0012017475734506238,0
2011-02-25,-0.06255569512086927,-0.06378952030523363,-0.06574807697311036,-0.06546763476483493,0.001958556667876722,-0.00291193964396566,0
2011-02-28,-0.06612272223657223,-0.0654150654171499,-0.06703194026968501,-0.06549213565209869,0.0016168748525351132,0.0006305865844735514,0
2011-03-01,-0.0659955667154549,-0.06463010655518327,-0.06330756354499197,-0.06103954901319571,-0.0013225430101912973,0.004956017702259194,0
2011-03-02,-0.060505310105704306,-0.061949369447213444,-0.06363003739373745,-0.0620660803928836,0.0016806679465239949,-0.0015607702871792955,0
2011-03-03,-0.06419657260978559,-0.06556749885624638,-0.06751793959021936,-0.06695921319562982,0.0019504407339729804,-0.002762640585844233,0
2011-03-04,-0.066498860430493,-0.06508059385543216,-0.06698515428711652,-0.06536553366777462,0.0019045604316843554,0.001133326762718382,0
2011-03-07,-0.06590077035135031,-0.06462191461669471,-0.06234476351573772,-0.061508988015383424,-0.002277151100956982,0.00439178233596689,0
2011-03-08,-0.06124735174903222,-0.06285275625636123,-0.0631171152062978,-0.06359640998764549,0.0002643589499365627,-0.0023490582386132743,0
2011-03-09,-0.062331024964213735,-0.06149560586635352,-0.06379901217170367,-0.062186652756189904,0.0023034063053501506,0.00014437220802383105,0
2011-03-10,-0.05872407585306217,-0.057657839597524775,-0.05976613759448152,-0.057417566685513226,0.0021082979969567497,0.0013065091675489473,0
2011-03-11,-0.05598177616018803,-0.058074248131467304,-0.05927387982708171,-0.05883952470525763,0.0011996316956144055,-0.0028577485450695934,0
2011-03-14,-0.0565896030168649,-0.0572308485373328,-0.05866336499538331,-0.0576735175699281,0.0014325164580505194,-0.0010839145530632003,0
2011-03-15,-0.04956934341206795,-0.05415814238272694,-0.05284978999464599,-0.05445045067177727,-0.0013083523880809528,-0.004881107259709319,0
2011-03-16,-0.0526731115160579,-0.052944746253083284,-0.05105435375187899,-0.049501037615218194,-0.001890392501204292,0.003172073900839707,0
2011-03-17,-0.05285575441069163,-0.05201816260216956,-0.05411033442455796,-0.051405783389176056,0.0020921718223884064,0.0014499710215155775,0
2011-03-18,-0.05381345582573253,-0.052598503835024187,-0.05470935052636977,-0.0521076840659542,0.0021108466913455828,0.0017057717597783245,0
2011-03-21,-0.05484902198806808,-0.05601717781698637,-0.058189311453785295,-0.056974053450938096,0.002172133636798925,-0.002125031462870022,0
2011-03-22,-0.056615895667571775,-0.05566225397456208,-0.05881488991185577,-0.05634670163360993,0.00315263593729369,0.00026919403396184587,0
2011-03-23,-0.055382092252690224,-0.05673346803957455,-0.05698863720130264,-0.05776655682690841,0.00025516916172809833,-0.0023844645742181923,0
2011-03-24,-0.059181019462877626,-0.060260749881688856,-0.06120061747288696,-0.06149436125888624,0.0009398675911981038,-0.0023133417960086197,0
2011-03-25,-0.062108659117027655,-0.062241039385380545,-0.06469562808453089,-0.06200670537682936,0.0024545886991503454,0.00010195374019829817,0
2011-03-28,-0.06261067751774112,-0.06127747017353229,-0.06370328031990322,-0.06061100961621192,0.0024258101463709267,0.0019996679015291943,0
2011-03-29,-0.05996753712267511,-0.06134616447354655,-0.062434607269976114,-0.06297244549929372,0.0010884427964295675,-0.0030049083766186036,0
2011-03-30,-0.06411388215062405,-0.06345899321210817,-0.06682178561663439,-0.06501210898186796,0.0033627924045262158,-0.0008982268312438999,0
2011-03-31,-0.06345537318669954,-0.06243959198997766,-0.06617850792017545,-0.06404839880558649,0.0037389159301977875,-0.00059302561888696,0
2011-04-01,-0.0653746348891781,-0.06445946919408449,-0.06716374127005653,-0.06526596777574548,0.00270427207597203,0.00010866711343261119,0
2011-04-04,-0.06554844364178153,-0.06456941154862857,-0.06754625374293786,-0.06551034411686521,0.002976842194309291,3.8099524916328925e-05,0
2011-04-05,-0.06502730086533011,-0.06520838499382192,-0.06802044615308767,-0.06540942708760572,0.002812061159265738,-0.0003821262222756137,0
2011-04-06,-0.06667107274775352,-0.0661284408553347,-0.06813380241892061,-0.066334798683778,0.002005361563585913,0.0003362740639755238,0
2011-04-07,-0.06587256036630826,-0.06558595618479608,-0.06734612560377246,-0.0657134645665392,0.001760169418976373,0.0001590957997690593,0
2011-04-08,-0.06628596648821021,-0.06523994218852135,-0.06641539736680253,-0.06441666166183858,0.0011754551782811864,0.0018693048263716352,0
2011-04-11,-0.06500002959556446,-0.06405767925962352,-0.0658329257723034,-0.06395453033822361,0.0017752465126798823,0.001045499257340844,0
2011-04-12,-0.06214092661481092,-0.06130814902111593,-0.06372816373832463,-0.061525504609325925,0.0024200147172086933,0.0006154220054849931,0
2011-04-13,-0.06279960453499929,-0.06227574570758504,-0.06432171418219587,-0.0630835149516717,0.0020459684746108307,-0.00028391041667239847,0
